antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
"frozenset({'machine learning', 'difficulty:hard'})",frozenset({'artificial intelligence'}),0.015106414645036464,0.02403631492781664,0.005357940169668105,0.35467980295566504,14.75599749881804,1.0,0.004994837629829827,1.5123712066385742,0.9465296142383411,0.15859030837004406,0.33878667114893074,0.28879500983696565,"difficulty:hard, machine learning",artificial intelligence
"frozenset({'difficulty:hard', 'linear'})","frozenset({'algebra', 'khan academy'})",0.026268789998511684,0.09614525971126656,0.02172942402143176,0.8271954674220963,8.6036011541936,1.0,0.019203804384724132,5.2305036610151285,0.9076114551326679,0.21581670362158167,0.8088138227579557,0.5266008296862803,"difficulty:hard, linear","algebra, khan academy"
frozenset({'linear'}),"frozenset({'algebra', 'khan academy', 'difficulty:hard'})",0.027385027533859206,0.09346628962643251,0.02172942402143176,0.7934782608695652,8.489459291055109,1.0,0.019169847106524245,4.389531650229905,0.9070463573382522,0.2192192192192192,0.7721852626469559,0.5129811686513431,linear,"algebra, difficulty:hard, khan academy"
"frozenset({'khan academy', 'difficulty:hard', 'linear'})",frozenset({'algebra'}),0.026268789998511684,0.09897306146748028,0.02172942402143176,0.8271954674220963,8.357783978359496,1.0,0.01912952145423273,5.21413949675376,0.9041006904277092,0.20992092020129402,0.8082138000675694,0.5233721698012737,"difficulty:hard, khan academy, linear",algebra
"frozenset({'difficulty:hard', 'linear'})",frozenset({'algebra'}),0.026268789998511684,0.09897306146748028,0.02172942402143176,0.8271954674220963,8.357783978359496,1.0,0.01912952145423273,5.21413949675376,0.9041006904277092,0.20992092020129402,0.8082138000675694,0.5233721698012737,"difficulty:hard, linear",algebra
"frozenset({'khan academy', 'linear'})","frozenset({'algebra', 'difficulty:hard'})",0.027385027533859206,0.0959964280398869,0.02172942402143176,0.7934782608695652,8.265706100438152,1.0,0.019100559196407324,4.3772804537016,0.903767909360556,0.21376281112737916,0.7715476514294712,0.509917425008426,"khan academy, linear","algebra, difficulty:hard"
frozenset({'linear'}),"frozenset({'algebra', 'difficulty:hard'})",0.027385027533859206,0.0959964280398869,0.02172942402143176,0.7934782608695652,8.265706100438152,1.0,0.019100559196407324,4.3772804537016,0.903767909360556,0.21376281112737916,0.7715476514294712,0.509917425008426,linear,"algebra, difficulty:hard"
frozenset({'linear'}),"frozenset({'algebra', 'khan academy'})",0.027385027533859206,0.09614525971126656,0.02172942402143176,0.7934782608695652,8.25291088975636,1.0,0.019096483436988682,4.376559795082287,0.903575059479515,0.21345029239766078,0.7715100337201727,0.5097422264100148,linear,"algebra, khan academy"
frozenset({'linear'}),frozenset({'algebra'}),0.027385027533859206,0.09897306146748028,0.02172942402143176,0.7934782608695652,8.01711343576332,1.0,0.01901904400803447,4.362867281315358,0.8999109117397364,0.2076813655761024,0.7707929360394133,0.5065135665250081,linear,algebra
"frozenset({'khan academy', 'linear'})",frozenset({'algebra'}),0.027385027533859206,0.09897306146748028,0.02172942402143176,0.7934782608695652,8.01711343576332,1.0,0.01901904400803447,4.362867281315358,0.8999109117397364,0.2076813655761024,0.7707929360394133,0.5065135665250081,"khan academy, linear",algebra
"frozenset({'khan academy', 'difficulty:easy'})",frozenset({'art'}),0.03765441285905641,0.052984075011162375,0.012055365381753237,0.3201581027667984,6.042534529466625,1.0,0.010060281146327715,1.3929943547800923,0.8671588899962959,0.1534090909090909,0.28212200101997775,0.2738430963272194,"difficulty:easy, khan academy",art
"frozenset({'art', 'calculus'})","frozenset({'khan academy', 'difficulty:hard'})",0.007143920226224141,0.5046881976484596,0.007143920226224141,1.0,1.981421409613683,1.0,0.003538468003106703,inf,0.4988757307749962,0.01415511648481274,1.0,0.5070775582424064,"art, calculus","difficulty:hard, khan academy"
"frozenset({'algebra', 'linear'})","frozenset({'khan academy', 'difficulty:hard'})",0.02172942402143176,0.5046881976484596,0.02172942402143176,1.0,1.981421409613683,1.0,0.010762840176116222,inf,0.5063137075916628,0.04305514597463875,1.0,0.5215275729873193,"algebra, linear","difficulty:hard, khan academy"
frozenset({'history'}),"frozenset({'khan academy', 'difficulty:hard'})",0.02016669147194523,0.5046881976484596,0.019645780622116388,0.974169741697417,1.9302407827970935,1.0,0.009467889450607789,19.17564263389536,0.4918488829972084,0.038886433937251434,0.94785050915413,0.506548156015326,history,"difficulty:hard, khan academy"
frozenset({'linear'}),"frozenset({'khan academy', 'difficulty:hard'})",0.027385027533859206,0.5046881976484596,0.026268789998511684,0.9592391304347826,1.9006569499826906,1.0,0.01244788980989484,12.151649551024454,0.4872083420934562,0.051934677063410324,0.9177066458507525,0.5056443366712398,linear,"difficulty:hard, khan academy"
frozenset({'algebra'}),"frozenset({'khan academy', 'difficulty:hard'})",0.09897306146748028,0.5046881976484596,0.09346628962643251,0.9443609022556392,1.8711769101314182,1.0,0.04351575361865968,8.902225636858779,0.5167181670696219,0.18319719953325556,0.8876685403412379,0.5647785047993029,algebra,"difficulty:hard, khan academy"
frozenset({'math'}),"frozenset({'khan academy', 'difficulty:hard'})",0.036687006995088554,0.5046881976484596,0.03408245274594434,0.9290060851926979,1.8407525468622048,1.0,0.015566953308476666,6.976820530265996,0.4741386551432749,0.06718497872964647,0.8566682350990796,0.4982688933778293,math,"difficulty:hard, khan academy"
frozenset({'geometry'}),"frozenset({'khan academy', 'difficulty:hard'})",0.024929304956094658,0.5046881976484596,0.022696829885399613,0.9104477611940298,1.8039806863646966,1.0,0.010115303898479389,5.530981792925532,0.45706464418735293,0.044773928361714614,0.819200272675086,0.47770987292966016,geometry,"difficulty:hard, khan academy"
frozenset({'calculus'}),"frozenset({'khan academy', 'difficulty:hard'})",0.06890906384878702,0.5046881976484596,0.0609465694299747,0.8844492440604752,1.7524666678980632,1.0,0.026168978194487755,4.286530177360061,0.4611533855459687,0.11888517927130206,0.7667110789790663,0.502605040785767,calculus,"difficulty:hard, khan academy"
"frozenset({'probability', 'statistics'})","frozenset({'khan academy', 'difficulty:hard'})",0.013246018752790594,0.5046881976484596,0.011385622860544724,0.8595505617977528,1.7031318857915365,1.0,0.004700513530181142,3.5266200327429673,0.4183883910527509,0.022476862053768174,0.716442375216076,0.44105513934771157,"probability, statistics","difficulty:hard, khan academy"
"frozenset({'math', 'difficulty:hard'})",frozenset({'khan academy'}),0.03408245274594434,0.6003869623455872,0.03408245274594434,1.0,1.665592464055528,1.0,0.0136197924725198,inf,0.4137134052388289,0.05676747645017353,1.0,0.5283837382250868,"difficulty:hard, math",khan academy
"frozenset({'algebra', 'difficulty:hard', 'linear'})",frozenset({'khan academy'}),0.02172942402143176,0.6003869623455872,0.02172942402143176,1.0,1.665592464055528,1.0,0.008683361139685111,inf,0.4084892743039707,0.0361923648983639,1.0,0.518096182449182,"algebra, difficulty:hard, linear",khan academy
frozenset({'history'}),frozenset({'khan academy'}),0.02016669147194523,0.6003869623455872,0.02016669147194523,1.0,1.665592464055528,1.0,0.008058872838543375,inf,0.4078377762588289,0.03358948934060486,1.0,0.5167947446703024,history,khan academy
frozenset({'math'}),frozenset({'khan academy'}),0.036687006995088554,0.6003869623455872,0.036687006995088554,1.0,1.665592464055528,1.0,0.014660606307756029,inf,0.41483198146002315,0.06110560237977193,1.0,0.530552801189886,math,khan academy
"frozenset({'difficulty:hard', 'history'})",frozenset({'khan academy'}),0.019645780622116388,0.6003869623455872,0.019645780622116388,1.0,1.665592464055528,1.0,0.007850710071496129,inf,0.40762107180810675,0.03272186415468518,1.0,0.5163609320773426,"difficulty:hard, history",khan academy
"frozenset({'art', 'difficulty:medium'})",frozenset({'khan academy'}),0.005357940169668105,0.6003869623455872,0.005357940169668105,1.0,1.665592464055528,1.0,0.0021411027467716716,inf,0.4017656740984587,0.008924144769459593,1.0,0.5044620723847298,"art, difficulty:medium",khan academy
"frozenset({'art', 'calculus', 'difficulty:hard'})",frozenset({'khan academy'}),0.007143920226224141,0.6003869623455872,0.007143920226224141,1.0,1.665592464055528,1.0,0.002854803662362229,inf,0.40248838255134156,0.011898859692612791,1.0,0.5059494298463064,"art, calculus, difficulty:hard",khan academy
"frozenset({'art', 'calculus'})",frozenset({'khan academy'}),0.007143920226224141,0.6003869623455872,0.007143920226224141,1.0,1.665592464055528,1.0,0.002854803662362229,inf,0.40248838255134156,0.011898859692612791,1.0,0.5059494298463064,"art, calculus",khan academy
"frozenset({'difficulty:hard', 'linear'})",frozenset({'khan academy'}),0.026268789998511684,0.6003869623455872,0.026268789998511684,1.0,1.665592464055528,1.0,0.010497350966811113,inf,0.41039358043561325,0.04375309866137828,1.0,0.5218765493306892,"difficulty:hard, linear",khan academy
"frozenset({'art', 'difficulty:easy'})",frozenset({'khan academy'}),0.012055365381753237,0.6003869623455872,0.012055365381753237,1.0,1.665592464055528,1.0,0.004817481180236261,inf,0.40448930400723104,0.020079325731284084,1.0,0.5100396628656421,"art, difficulty:easy",khan academy
frozenset({'linear'}),frozenset({'khan academy'}),0.027385027533859206,0.6003869623455872,0.027385027533859206,1.0,1.665592464055528,1.0,0.010943414039055209,inf,0.4108645753634276,0.04561229548834903,1.0,0.5228061477441746,linear,khan academy
"frozenset({'algebra', 'linear'})",frozenset({'khan academy'}),0.02172942402143176,0.6003869623455872,0.02172942402143176,1.0,1.665592464055528,1.0,0.008683361139685111,inf,0.4084892743039707,0.0361923648983639,1.0,0.518096182449182,"algebra, linear",khan academy
"frozenset({'art', 'difficulty:hard'})",frozenset({'khan academy'}),0.03557076945974103,0.6003869623455872,0.03557076945974103,1.0,1.665592464055528,1.0,0.014214543235511929,inf,0.41435185185185175,0.05924640555280118,1.0,0.5296232027764006,"art, difficulty:hard",khan academy
frozenset({'art'}),frozenset({'khan academy'}),0.052984075011162375,0.6003869623455872,0.052984075011162375,1.0,1.665592464055528,1.0,0.021173127162519866,inf,0.421970768505422,0.08824987605354485,1.0,0.5441249380267724,art,khan academy
"frozenset({'algebra', 'difficulty:hard'})",frozenset({'khan academy'}),0.0959964280398869,0.6003869623455872,0.09346628962643251,0.9736434108527132,1.6216931277935993,1.0,0.035831285799538065,15.161788781593922,0.42406970086554563,0.15502345099975315,0.9340447216087077,0.5646600792488653,"algebra, difficulty:hard",khan academy
frozenset({'algebra'}),frozenset({'khan academy'}),0.09897306146748028,0.6003869623455872,0.09614525971126656,0.9714285714285714,1.6180041079396557,1.0,0.036723123982762985,13.986456317904443,0.4239102975184127,0.15938810757463603,0.9285022612396914,0.5657836957291593,algebra,khan academy
frozenset({'statistics'}),"frozenset({'khan academy', 'difficulty:hard'})",0.029096591754725405,0.5046881976484596,0.02358981991367763,0.8107416879795397,1.6064209382289965,1.0,0.008905113463272236,2.617120469181789,0.38881123547746216,0.04623687281213534,0.6179006615187882,0.4287415311027159,statistics,"difficulty:hard, khan academy"
frozenset({'trigonometry'}),"frozenset({'khan academy', 'difficulty:hard'})",0.00945081113260902,0.5046881976484596,0.007590415240363149,0.8031496062992126,1.5913778250440604,1.0,0.002820702403530706,2.5161839559458254,0.3751592741371208,0.01498457470251212,0.6025727778619019,0.4090947087821631,trigonometry,"difficulty:hard, khan academy"
frozenset({'finance'}),"frozenset({'khan academy', 'difficulty:hard'})",0.0203155231433249,0.5046881976484596,0.015850573001934813,0.7802197802197803,1.5459441767315552,1.0,0.0055975682424446015,2.2536687006995098,0.36046923393761743,0.03113124817304882,0.5562790574809807,0.40581322246022933,finance,"difficulty:hard, khan academy"
"frozenset({'difficulty:hard', 'geometry'})",frozenset({'khan academy'}),0.02455722577764548,0.6003869623455872,0.022696829885399613,0.9242424242424243,1.539411216778594,1.0,0.007952991697124292,5.274892097038253,0.35922249958728747,0.03768688990485604,0.8104226623779698,0.4810230465287481,"difficulty:hard, geometry",khan academy
frozenset({'geometry'}),frozenset({'khan academy'}),0.024929304956094658,0.6003869623455872,0.022845661556779282,0.9164179104477611,1.5263787655673045,1.0,0.00787843188080282,4.781084557651005,0.35367139981618945,0.03791996047430829,0.7908424358653656,0.4772347360865479,geometry,khan academy
"frozenset({'difficulty:hard', 'calculus'})",frozenset({'khan academy'}),0.06652775710671231,0.6003869623455872,0.0609465694299747,0.9161073825503355,1.5258615526414734,1.0,0.02100417142901064,4.763387408840598,0.3691942092771173,0.1005771828564411,0.7900653643782883,0.5088097646514692,"calculus, difficulty:hard",khan academy
frozenset({'calculus'}),frozenset({'khan academy'}),0.06890906384878702,0.6003869623455872,0.06250930197946122,0.9071274298056154,1.510904611022293,1.0,0.02113719845720987,4.302810149627742,0.36317059432468635,0.10301692420897718,0.7675937433385215,0.5056212260579886,calculus,khan academy
"frozenset({'difficulty:hard', 'probability', 'statistics'})",frozenset({'khan academy'}),0.012873939574341419,0.6003869623455872,0.011385622860544724,0.8843930635838151,1.4730384219681838,1.0,0.003656277386085237,3.4566527757106726,0.3253192217960183,0.01891691394658753,0.7107027911432602,0.45167843560945836,"difficulty:hard, probability, statistics",khan academy
"frozenset({'finance', 'difficulty:hard'})",frozenset({'khan academy'}),0.01830629557969936,0.6003869623455872,0.015850573001934813,0.8658536585365854,1.4421593286334449,1.0,0.0048597118070386625,2.978933553423804,0.3123126265171379,0.026293050240711026,0.6643093972839169,0.446127126739785,"difficulty:hard, finance",khan academy
frozenset({'chemistry'}),"frozenset({'khan academy', 'difficulty:hard'})",0.02827801756213722,0.5046881976484596,0.020538770650394403,0.7263157894736842,1.4391376554036226,1.0,0.00626718893388788,1.8097931239767824,0.31401928075631347,0.04008132442637235,0.44745065789473687,0.3835058746837604,chemistry,"difficulty:hard, khan academy"
"frozenset({'probability', 'statistics'})",frozenset({'khan academy'}),0.013246018752790594,0.6003869623455872,0.011385622860544724,0.8595505617977528,1.4316609382050323,1.0,0.0034328858983840964,2.845244828099419,0.30555802009089206,0.01890522673915729,0.6485363965434268,0.4392571847164272,"probability, statistics",khan academy
frozenset({'probability'}),"frozenset({'khan academy', 'difficulty:hard'})",0.019794612293496057,0.5046881976484596,0.014213424616758447,0.7180451127819549,1.4227499595346373,1.0,0.004223317415203881,1.7567058590067968,0.30313627351688416,0.027854746973895287,0.4307527382157317,0.37310394831076515,probability,"difficulty:hard, khan academy"
"frozenset({'difficulty:hard', 'statistics'})",frozenset({'khan academy'}),0.027682690876618544,0.6003869623455872,0.02358981991367763,0.8521505376344086,1.4193355137247374,1.0,0.006969493228712723,2.7028372728625745,0.3038565187852402,0.03902499076695801,0.6300184217376504,0.44572078195552856,"difficulty:hard, statistics",khan academy
"frozenset({'trigonometry', 'difficulty:hard'})",frozenset({'khan academy'}),0.00900431611847001,0.6003869623455872,0.007590415240363149,0.8429752066115703,1.4040531515178831,1.0,0.0021843412379955315,2.5449040819044195,0.2903910231209702,0.012612835414863362,0.6070578820197917,0.4278088725174857,"difficulty:hard, trigonometry",khan academy
frozenset({'trigonometry'}),frozenset({'khan academy'}),0.00945081113260902,0.6003869623455872,0.007962494418812324,0.8425196850393701,1.4032944382200117,1.0,0.0022883506312033368,2.5375427891055224,0.2901331693202938,0.013229475766567755,0.6059179753368819,0.4278909778692141,trigonometry,khan academy
frozenset({'statistics'}),frozenset({'khan academy'}),0.029096591754725405,0.6003869623455872,0.023664235749367466,0.8132992327365729,1.3546250730681786,1.0,0.006195021411138223,2.140393119491444,0.26963378168816854,0.03906154035130819,0.5327961060547609,0.4263571027341764,statistics,khan academy
frozenset({'difficulty:medium'}),frozenset({'khan academy'}),0.07188569727638042,0.6003869623455872,0.05804435183807114,0.8074534161490683,1.3448883250137802,1.0,0.014885116414210649,2.075409647172918,0.2763063107514677,0.09449963653985945,0.5181674127022681,0.4520658255757736,difficulty:medium,khan academy
"frozenset({'chemistry', 'difficulty:hard'})",frozenset({'khan academy'}),0.025524631641613334,0.6003869623455872,0.020538770650394403,0.8046647230320699,1.3402434987735443,1.0,0.005214114594096115,2.04578017784274,0.26051651532004133,0.033927473878303624,0.5111889288836043,0.4194369723241658,"chemistry, difficulty:hard",khan academy
frozenset({'art'}),"frozenset({'khan academy', 'difficulty:hard'})",0.052984075011162375,0.5046881976484596,0.03557076945974103,0.6713483146067416,1.3302239238698603,1.0,0.008830332138286705,1.5071025780952854,0.26213589679350474,0.06812998859749143,0.336475158005618,0.37091449938535254,art,"difficulty:hard, khan academy"
frozenset({'finance'}),frozenset({'khan academy'}),0.0203155231433249,0.6003869623455872,0.015999404673314482,0.7875457875457876,1.3117303288349398,1.0,0.003802229444832172,1.8809372289595645,0.2425762460364427,0.026458282057592913,0.46835014767975675,0.4070971376995175,finance,khan academy
"frozenset({'difficulty:hard', 'probability'})",frozenset({'khan academy'}),0.018231879744009524,0.6003869623455872,0.014213424616758447,0.779591836734694,1.2984822883045137,1.0,0.0032672417194025277,1.813059152320948,0.2341389194571293,0.023516375277025364,0.4484460152776197,0.4016328048323941,"difficulty:hard, probability",khan academy
frozenset({'physics'}),"frozenset({'khan academy', 'difficulty:hard'})",0.031998809346628965,0.5046881976484596,0.020613186486084237,0.6441860465116278,1.2764040243325352,1.0,0.00446376507003738,1.392052777850734,0.2237073769654662,0.039942321557317945,0.2816364322450803,0.34251472776775727,physics,"difficulty:hard, khan academy"
frozenset({'probability'}),frozenset({'khan academy'}),0.019794612293496057,0.6003869623455872,0.015106414645036464,0.763157894736842,1.271110038358166,1.0,0.003221987499335749,1.687255047874187,0.21759322282375348,0.024966178821793136,0.4073213760658627,0.3941595125642564,probability,khan academy
"frozenset({'algebra', 'khan academy', 'linear'})",frozenset({'difficulty:hard'}),0.02172942402143176,0.7992260753088257,0.02172942402143176,1.0,1.2512104283054004,1.0,0.004362701742061534,inf,0.20523353111212536,0.027188081936685288,1.0,0.5135940409683426,"algebra, khan academy, linear",difficulty:hard
frozenset({'deep learning'}),frozenset({'difficulty:hard'}),0.010343801160887036,0.7992260753088257,0.010343801160887036,1.0,1.2512104283054004,1.0,0.0020767655552964143,inf,0.20287239642078345,0.012942271880819365,1.0,0.5064711359404097,deep learning,difficulty:hard
"frozenset({'algebra', 'linear'})",frozenset({'difficulty:hard'}),0.02172942402143176,0.7992260753088257,0.02172942402143176,1.0,1.2512104283054004,1.0,0.004362701742061534,inf,0.20523353111212536,0.027188081936685288,1.0,0.5135940409683426,"algebra, linear",difficulty:hard
frozenset({'network architecture'}),frozenset({'difficulty:hard'}),0.00543235600535794,0.7992260753088257,0.00543235600535794,1.0,1.2512104283054004,1.0,0.0010906754355153835,inf,0.20187055742611298,0.006797020484171322,1.0,0.5033985102420857,network architecture,difficulty:hard
"frozenset({'khan academy', 'economics'})",frozenset({'difficulty:hard'}),0.01830629557969936,0.7992260753088257,0.01830629557969936,1.0,1.2512104283054004,1.0,0.003675426810092936,inf,0.20451788963007883,0.022905027932960897,1.0,0.5114525139664805,"economics, khan academy",difficulty:hard
"frozenset({'machine learning', 'deep learning'})",frozenset({'difficulty:hard'}),0.006771841047774967,0.7992260753088257,0.006771841047774967,1.0,1.2512104283054004,1.0,0.001359609104546574,inf,0.20214280362628306,0.008472998137802607,1.0,0.5042364990689013,"deep learning, machine learning",difficulty:hard
"frozenset({'artificial neural networks', 'deep learning'})",frozenset({'difficulty:hard'}),0.006771841047774967,0.7992260753088257,0.006771841047774967,1.0,1.2512104283054004,1.0,0.001359609104546574,inf,0.20214280362628306,0.008472998137802607,1.0,0.5042364990689013,"artificial neural networks, deep learning",difficulty:hard
"frozenset({'khan academy', 'probability', 'statistics'})",frozenset({'difficulty:hard'}),0.011385622860544724,0.7992260753088257,0.011385622860544724,1.0,1.2512104283054004,1.0,0.002285936186765118,inf,0.2030861874294316,0.014245810055865922,1.0,0.507122905027933,"khan academy, probability, statistics",difficulty:hard
"frozenset({'research', 'cultural diversity'})",frozenset({'difficulty:hard'}),0.005134692662598601,0.7992260753088257,0.005134692662598601,1.0,1.2512104283054004,1.0,0.0010309123979528965,inf,0.20181015782781056,0.0064245810055865915,1.0,0.5032122905027933,"cultural diversity, research",difficulty:hard
"frozenset({'khan academy', 'art', 'calculus'})",frozenset({'difficulty:hard'}),0.007143920226224141,0.7992260753088257,0.007143920226224141,1.0,1.2512104283054004,1.0,0.0014343129014996823,inf,0.20221855793734073,0.00893854748603352,1.0,0.5044692737430168,"art, calculus, khan academy",difficulty:hard
"frozenset({'art', 'calculus'})",frozenset({'difficulty:hard'}),0.007143920226224141,0.7992260753088257,0.007143920226224141,1.0,1.2512104283054004,1.0,0.0014343129014996823,inf,0.20221855793734073,0.00893854748603352,1.0,0.5044692737430168,"art, calculus",difficulty:hard
frozenset({'research'}),frozenset({'difficulty:hard'}),0.02217591903557077,0.7992260753088257,0.02217591903557077,1.0,1.2512104283054004,1.0,0.004452346298405265,inf,0.20532724505327252,0.027746741154562386,1.0,0.5138733705772812,research,difficulty:hard
frozenset({'research design'}),frozenset({'difficulty:hard'}),0.0055067718410477745,0.7992260753088257,0.0055067718410477745,1.0,1.2512104283054004,1.0,0.0011056161949060048,inf,0.2018856629751571,0.006890130353817504,1.0,0.5034450651769088,research design,difficulty:hard
frozenset({'research methodologies'}),frozenset({'difficulty:hard'}),0.006771841047774967,0.7992260753088257,0.006771841047774967,1.0,1.2512104283054004,1.0,0.001359609104546574,inf,0.20214280362628306,0.008472998137802607,1.0,0.5042364990689013,research methodologies,difficulty:hard
frozenset({'professional development'}),frozenset({'difficulty:hard'}),0.00744158356898348,0.7992260753088257,0.00744158356898348,1.0,1.2512104283054004,1.0,0.0014940759390621693,inf,0.2022792022792023,0.00931098696461825,1.0,0.5046554934823091,professional development,difficulty:hard
"frozenset({'khan academy', 'statistics'})",frozenset({'difficulty:hard'}),0.023664235749367466,0.7992260753088257,0.02358981991367763,0.9968553459119497,1.2472758043170187,1.0,0.004676745650527864,63.846108051793436,0.20305791721166425,0.029513080718741272,0.9843373381633729,0.5131855872948947,"khan academy, statistics",difficulty:hard
"frozenset({'khan academy', 'geometry'})",frozenset({'difficulty:hard'}),0.022845661556779282,0.7992260753088257,0.022696829885399613,0.993485342019544,1.2430592203034108,1.0,0.004437981461541191,30.81879744009524,0.20010462040147775,0.028393222863526343,0.9675522705925248,0.5109419261308148,"geometry, khan academy",difficulty:hard
"frozenset({'khan academy', 'finance'})",frozenset({'difficulty:hard'}),0.015999404673314482,0.7992260753088257,0.015850573001934813,0.9906976744186047,1.2395712615304664,1.0,0.003063431597603994,21.5831969043013,0.1964119284260353,0.019828709737479057,0.9536676607995588,0.5052650383266207,"finance, khan academy",difficulty:hard
frozenset({'chemistry'}),frozenset({'khan academy'}),0.02827801756213722,0.6003869623455872,0.020985265664533414,0.7421052631578948,1.236044933851734,1.0,0.004007512599246681,1.5495199419252748,0.1965252680620777,0.034533431300514325,0.35463883171616206,0.38852908175247247,chemistry,khan academy
"frozenset({'khan academy', 'biology'})",frozenset({'difficulty:hard'}),0.011460038696234558,0.7992260753088257,0.01131120702485489,0.987012987012987,1.234960942223512,1.0,0.0021520452747760717,15.459592201220413,0.1924634304822581,0.014150065164773785,0.9353152407266566,0.5005828435996034,"biology, khan academy",difficulty:hard
frozenset({'geometry'}),frozenset({'difficulty:hard'}),0.024929304956094658,0.7992260753088257,0.02455722577764548,0.9850746268656716,1.2325356457933794,1.0,0.004633075217409091,13.451852954308638,0.19348795903783306,0.030711959050721264,0.9256607990440678,0.5079004419244559,geometry,difficulty:hard
"frozenset({'khan academy', 'chemistry'})",frozenset({'difficulty:hard'}),0.020985265664533414,0.7992260753088257,0.020538770650394403,0.978723404255319,1.2245889298308172,1.0,0.0037667991340163062,9.436374460485128,0.1873306277843139,0.02568397543271915,0.8940270965096282,0.5022108641388326,"chemistry, khan academy",difficulty:hard
"frozenset({'khan academy', 'calculus'})",frozenset({'difficulty:hard'}),0.06250930197946122,0.7992260753088257,0.0609465694299747,0.9750000000000001,1.2199301675977654,1.0,0.010987505338635697,8.030956987647,0.192301586332385,0.07610816838583774,0.8754818383988143,0.5256284916201118,"calculus, khan academy",difficulty:hard
"frozenset({'khan academy', 'history'})",frozenset({'difficulty:hard'}),0.02016669147194523,0.7992260753088257,0.019645780622116388,0.974169741697417,1.2188913397513863,1.0,0.003528034945029637,7.7728190844726095,0.1832784440439944,0.024564994882292735,0.8713465488991436,0.49937537364200457,"history, khan academy",difficulty:hard
frozenset({'history'}),frozenset({'difficulty:hard'}),0.02016669147194523,0.7992260753088257,0.019645780622116388,0.974169741697417,1.2188913397513863,1.0,0.003528034945029637,7.7728190844726095,0.1832784440439944,0.024564994882292735,0.8713465488991436,0.49937537364200457,history,difficulty:hard
frozenset({'artificial neural networks'}),frozenset({'difficulty:hard'}),0.008185741925881828,0.7992260753088257,0.007962494418812324,0.9727272727272728,1.217086507533435,1.0,0.001420236025898882,7.361710572009736,0.17983782297965922,0.009959973936516802,0.8641620055259791,0.4913450143897071,artificial neural networks,difficulty:hard
"frozenset({'machine learning', 'artificial neural networks'})",frozenset({'difficulty:hard'}),0.005357940169668105,0.7992260753088257,0.005209108498288436,0.9722222222222223,1.216454583074695,1.0,0.000926903004745093,7.227861288882299,0.17889741561745165,0.006516477378514244,0.8616464871097937,0.48936995654872756,"artificial neural networks, machine learning",difficulty:hard
"frozenset({'algebra', 'khan academy'})",frozenset({'difficulty:hard'}),0.09614525971126656,0.7992260753088257,0.09346628962643251,0.9721362229102168,1.2163469798386866,1.0,0.016624491047849174,7.205553075027731,0.19678623457068514,0.11655530809205644,0.8612181480605982,0.544541109592911,"algebra, khan academy",difficulty:hard
"frozenset({'probability', 'statistics'})",frozenset({'difficulty:hard'}),0.013246018752790594,0.7992260753088257,0.012873939574341419,0.9719101123595505,1.216064067959743,1.0,0.0022873759930814863,7.1475517190057865,0.18005998308616464,0.016100511865984178,0.860091953257094,0.49400905990417004,"probability, statistics",difficulty:hard
frozenset({'algebra'}),frozenset({'difficulty:hard'}),0.09897306146748028,0.7992260753088257,0.0959964280398869,0.9699248120300753,1.2135800394841854,1.0,0.016894576561933466,6.67573299598157,0.1953234839929012,0.1196660482374768,0.8502037153669948,0.5450182719368254,algebra,difficulty:hard
"frozenset({'khan academy', 'physics'})",frozenset({'difficulty:hard'}),0.021282929007292752,0.7992260753088257,0.020613186486084237,0.9685314685314684,1.211836673568517,1.0,0.0036033146645092877,6.380149162408407,0.1786075829841804,0.025769839054795792,0.843263852529975,0.4971614512117305,"khan academy, physics",difficulty:hard
frozenset({'calculus'}),frozenset({'difficulty:hard'}),0.06890906384878702,0.7992260753088257,0.06652775710671231,0.9654427645788338,1.2079720549730324,1.0,0.011453836453640981,5.809895445750877,0.18490812578314095,0.08299294467137022,0.8278798630134799,0.5243414940212605,calculus,difficulty:hard
frozenset({'linear'}),frozenset({'difficulty:hard'}),0.027385027533859206,0.7992260753088257,0.026268789998511684,0.9592391304347826,1.200210003238604,1.0,0.004381961920401259,4.9256536190901405,0.1715092626107839,0.03282194328219433,0.7969812582589357,0.4960534572099425,linear,difficulty:hard
"frozenset({'khan academy', 'linear'})",frozenset({'difficulty:hard'}),0.027385027533859206,0.7992260753088257,0.026268789998511684,0.9592391304347826,1.200210003238604,1.0,0.004381961920401259,4.9256536190901405,0.1715092626107839,0.03282194328219433,0.7969812582589357,0.4960534572099425,"khan academy, linear",difficulty:hard
"frozenset({'difficulty:hard', 'physics'})",frozenset({'khan academy'}),0.028724512576276232,0.6003869623455872,0.020613186486084237,0.7176165803108807,1.1952567682471014,1.0,0.0033673636355561337,1.415143417748654,0.16819088544461408,0.03387550446373975,0.29335784100886675,0.37597487419113695,"difficulty:hard, physics",khan academy
"frozenset({'trigonometry', 'khan academy'})",frozenset({'difficulty:hard'}),0.007962494418812324,0.7992260753088257,0.007590415240363149,0.9532710280373831,1.1927426512817834,1.0,0.0012265820763473463,4.296561988391119,0.1628932121944869,0.009492787342950209,0.7672557727080629,0.48138411737064685,"khan academy, trigonometry",difficulty:hard
